timestamp,pod,timestamp,pod_network_receive_bytes,layer,unit,treatment
2026-01-20 22:12:49.983000040+00:00,evaluation-only-rl945-data-quality-evaluation-only-915768064,1768947169.983,184.66666666666669,pod,bytes_per_second,Treatment
2026-01-20 22:13:19.983000040+00:00,evaluation-only-rl945-privacy-tracking-evaluation-only-1052401115,1768947199.983,121.86666666666667,pod,bytes_per_second,Treatment
2026-01-20 22:14:19.983000040+00:00,full-data-generation-and-evaluation-drlp9-data-quality-full-data-generation-and-evaluation-2174529040,1768947259.983,133.0155056305362,pod,bytes_per_second,Treatment
2026-01-20 22:13:49.983000040+00:00,full-data-generation-and-evaluation-drlp9-privacy-tracking-full-data-generation-and-evaluation-2909462761,1768947229.983,113.73897577430236,pod,bytes_per_second,Treatment
2026-01-20 22:14:19.983000040+00:00,full-data-generation-and-evaluation-drlp9-privacy-tracking-full-data-generation-and-evaluation-2909462761,1768947259.983,118.06666666666668,pod,bytes_per_second,Treatment
2026-01-20 22:13:19.983000040+00:00,full-data-generation-and-evaluation-drlp9-synthetic-generator-full-data-generation-and-evaluation-3616343265,1768947199.983,111.50524934383202,pod,bytes_per_second,Treatment
2026-01-20 22:13:49.983000040+00:00,full-data-generation-and-evaluation-drlp9-synthetic-generator-full-data-generation-and-evaluation-3616343265,1768947229.983,114.41666666666666,pod,bytes_per_second,Treatment
2026-01-20 22:12:49.983000040+00:00,parallel-evaluation-only-48tvw-data-quality-parallel-evaluation-only-2046204729,1768947169.983,193.80306486703418,pod,bytes_per_second,Treatment
2026-01-20 22:13:19.983000040+00:00,parallel-evaluation-only-48tvw-data-quality-parallel-evaluation-only-2046204729,1768947199.983,165.95833333333334,pod,bytes_per_second,Treatment
2026-01-20 22:12:49.983000040+00:00,parallel-evaluation-only-48tvw-privacy-tracking-parallel-evaluation-only-2380335491,1768947169.983,153.89166666666665,pod,bytes_per_second,Treatment
2026-01-20 22:13:19.983000040+00:00,parallel-evaluation-only-48tvw-privacy-tracking-parallel-evaluation-only-2380335491,1768947199.983,153.89166666666665,pod,bytes_per_second,Treatment
2026-01-20 22:13:49.983000040+00:00,parallel-full-data-generation-and-evaluation-xvmks-data-quality-parallel-full-data-generation-and-evaluation-3064886959,1768947229.983,182.41051992767083,pod,bytes_per_second,Treatment
2026-01-20 22:14:19.983000040+00:00,parallel-full-data-generation-and-evaluation-xvmks-data-quality-parallel-full-data-generation-and-evaluation-3064886959,1768947259.983,137.09166666666667,pod,bytes_per_second,Treatment
2026-01-20 22:13:49.983000040+00:00,parallel-full-data-generation-and-evaluation-xvmks-privacy-tracking-parallel-full-data-generation-and-evaluation-1330202897,1768947229.983,151.40852728809003,pod,bytes_per_second,Treatment
2026-01-20 22:14:19.983000040+00:00,parallel-full-data-generation-and-evaluation-xvmks-privacy-tracking-parallel-full-data-generation-and-evaluation-1330202897,1768947259.983,143.9416666666667,pod,bytes_per_second,Treatment
2026-01-20 22:13:19.983000040+00:00,parallel-full-data-generation-and-evaluation-xvmks-synthetic-generator-parallel-full-data-generation-and-evaluation-2709388373,1768947199.983,191.6323688115473,pod,bytes_per_second,Treatment
2026-01-20 22:13:49.983000040+00:00,parallel-full-data-generation-and-evaluation-xvmks-synthetic-generator-parallel-full-data-generation-and-evaluation-2709388373,1768947229.983,200.19166666666663,pod,bytes_per_second,Treatment
