timestamp,pod,timestamp,pod_network_transmit_bytes,layer,unit,treatment
2026-01-20 22:12:49.983000040+00:00,evaluation-only-rl945-data-quality-evaluation-only-915768064,1768947169.983,112.61666666666665,pod,bytes_per_second,Treatment
2026-01-20 22:13:19.983000040+00:00,evaluation-only-rl945-privacy-tracking-evaluation-only-1052401115,1768947199.983,111.39166666666665,pod,bytes_per_second,Treatment
2026-01-20 22:14:19.983000040+00:00,full-data-generation-and-evaluation-drlp9-data-quality-full-data-generation-and-evaluation-2174529040,1768947259.983,134.55970883281637,pod,bytes_per_second,Treatment
2026-01-20 22:13:49.983000040+00:00,full-data-generation-and-evaluation-drlp9-privacy-tracking-full-data-generation-and-evaluation-2909462761,1768947229.983,112.08727384237963,pod,bytes_per_second,Treatment
2026-01-20 22:14:19.983000040+00:00,full-data-generation-and-evaluation-drlp9-privacy-tracking-full-data-generation-and-evaluation-2909462761,1768947259.983,116.44166666666668,pod,bytes_per_second,Treatment
2026-01-20 22:13:19.983000040+00:00,full-data-generation-and-evaluation-drlp9-synthetic-generator-full-data-generation-and-evaluation-3616343265,1768947199.983,112.62737532808399,pod,bytes_per_second,Treatment
2026-01-20 22:13:49.983000040+00:00,full-data-generation-and-evaluation-drlp9-synthetic-generator-full-data-generation-and-evaluation-3616343265,1768947229.983,115.59166666666668,pod,bytes_per_second,Treatment
2026-01-20 22:12:49.983000040+00:00,parallel-evaluation-only-48tvw-data-quality-parallel-evaluation-only-2046204729,1768947169.983,136.25807827978792,pod,bytes_per_second,Treatment
2026-01-20 22:13:19.983000040+00:00,parallel-evaluation-only-48tvw-data-quality-parallel-evaluation-only-2046204729,1768947199.983,116.04166666666666,pod,bytes_per_second,Treatment
2026-01-20 22:12:49.983000040+00:00,parallel-evaluation-only-48tvw-privacy-tracking-parallel-evaluation-only-2380335491,1768947169.983,113.31666666666666,pod,bytes_per_second,Treatment
2026-01-20 22:13:19.983000040+00:00,parallel-evaluation-only-48tvw-privacy-tracking-parallel-evaluation-only-2380335491,1768947199.983,113.31666666666666,pod,bytes_per_second,Treatment
2026-01-20 22:13:49.983000040+00:00,parallel-full-data-generation-and-evaluation-xvmks-data-quality-parallel-full-data-generation-and-evaluation-3064886959,1768947229.983,157.40363875058827,pod,bytes_per_second,Treatment
2026-01-20 22:14:19.983000040+00:00,parallel-full-data-generation-and-evaluation-xvmks-data-quality-parallel-full-data-generation-and-evaluation-3064886959,1768947259.983,118.29166666666667,pod,bytes_per_second,Treatment
2026-01-20 22:13:49.983000040+00:00,parallel-full-data-generation-and-evaluation-xvmks-privacy-tracking-parallel-full-data-generation-and-evaluation-1330202897,1768947229.983,122.80927526212697,pod,bytes_per_second,Treatment
2026-01-20 22:14:19.983000040+00:00,parallel-full-data-generation-and-evaluation-xvmks-privacy-tracking-parallel-full-data-generation-and-evaluation-1330202897,1768947259.983,116.76666666666667,pod,bytes_per_second,Treatment
2026-01-20 22:13:19.983000040+00:00,parallel-full-data-generation-and-evaluation-xvmks-synthetic-generator-parallel-full-data-generation-and-evaluation-2709388373,1768947199.983,138.39068817328632,pod,bytes_per_second,Treatment
2026-01-20 22:13:49.983000040+00:00,parallel-full-data-generation-and-evaluation-xvmks-synthetic-generator-parallel-full-data-generation-and-evaluation-2709388373,1768947229.983,144.51666666666668,pod,bytes_per_second,Treatment
