timestamp,pod,timestamp,pod_network_transmit_bytes,layer,unit,treatment
2026-01-19 09:16:33.338999987+00:00,evaluation-only-p9xzk-data-quality-evaluation-only-1034191192,1768814193.339,80.52827960861997,pod,bytes_per_second,Treatment
2026-01-19 09:17:03.338999987+00:00,evaluation-only-p9xzk-data-quality-evaluation-only-1034191192,1768814223.339,82.24352350069486,pod,bytes_per_second,Treatment
2026-01-19 09:17:33.338999987+00:00,evaluation-only-p9xzk-data-quality-evaluation-only-1034191192,1768814253.339,19.064772777682716,pod,bytes_per_second,Treatment
2026-01-19 09:18:03.338999987+00:00,evaluation-only-p9xzk-data-quality-evaluation-only-1034191192,1768814283.339,8.081626814790091,pod,bytes_per_second,Treatment
2026-01-19 09:18:33.338999987+00:00,evaluation-only-p9xzk-data-quality-evaluation-only-1034191192,1768814313.339,12.59528652735828,pod,bytes_per_second,Treatment
2026-01-19 09:19:03.338999987+00:00,evaluation-only-p9xzk-data-quality-evaluation-only-1034191192,1768814343.339,6.1573546180159635,pod,bytes_per_second,Treatment
2026-01-19 09:19:33.338999987+00:00,evaluation-only-p9xzk-data-quality-evaluation-only-1034191192,1768814373.339,14.38745620584688,pod,bytes_per_second,Treatment
2026-01-19 09:20:03.338999987+00:00,evaluation-only-p9xzk-data-quality-evaluation-only-1034191192,1768814403.339,0.0,pod,bytes_per_second,Treatment
2026-01-19 09:20:33.338999987+00:00,evaluation-only-p9xzk-data-quality-evaluation-only-1034191192,1768814433.339,20.002118868524207,pod,bytes_per_second,Treatment
2026-01-19 09:21:03.338999987+00:00,evaluation-only-p9xzk-data-quality-evaluation-only-1034191192,1768814463.339,19.733235885254892,pod,bytes_per_second,Treatment
2026-01-19 09:21:33.338999987+00:00,evaluation-only-p9xzk-data-quality-evaluation-only-1034191192,1768814493.339,13.342086871810077,pod,bytes_per_second,Treatment
2026-01-19 09:22:03.338999987+00:00,evaluation-only-p9xzk-data-quality-evaluation-only-1034191192,1768814523.339,14.989293361884368,pod,bytes_per_second,Treatment
2026-01-19 09:22:33.338999987+00:00,evaluation-only-p9xzk-data-quality-evaluation-only-1034191192,1768814553.339,9.173761841947476,pod,bytes_per_second,Treatment
2026-01-19 09:23:03.338999987+00:00,evaluation-only-p9xzk-data-quality-evaluation-only-1034191192,1768814583.339,15.922876949740035,pod,bytes_per_second,Treatment
2026-01-19 09:23:33.338999987+00:00,evaluation-only-p9xzk-data-quality-evaluation-only-1034191192,1768814613.339,10.617331044567361,pod,bytes_per_second,Treatment
2026-01-19 09:24:03.338999987+00:00,evaluation-only-p9xzk-data-quality-evaluation-only-1034191192,1768814643.339,10.670370244910403,pod,bytes_per_second,Treatment
2026-01-19 09:24:33.338999987+00:00,evaluation-only-p9xzk-data-quality-evaluation-only-1034191192,1768814673.339,12.291483757682176,pod,bytes_per_second,Treatment
2026-01-19 09:25:03.338999987+00:00,evaluation-only-p9xzk-data-quality-evaluation-only-1034191192,1768814703.339,7.1,pod,bytes_per_second,Treatment
2026-01-19 09:25:33.338999987+00:00,evaluation-only-p9xzk-data-quality-evaluation-only-1034191192,1768814733.339,11.616535076211148,pod,bytes_per_second,Treatment
